project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1070,PCL-11782,Command Area Distribution Network 1,Irrigation / Water Canal,Rajasthan,Jaipur,62.22,81,Low,0.54,0,Pending Disbursal,340,Possession Taken (Sec 38),Approved,15,0.35,Initial Stage (<30%),High / Cooperative,72,0.71,2025-08-31,2025-09-12,12,0,25.757746,76.614886
PRJ-1140,PCL-11783,Maharashtra Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Maharashtra,Nagpur,5.76,26,High,0.85,1,Pending Disbursal,187,Possession Taken (Sec 38),Conditional Clearance,156,0.77,Contested / Encroached,Low / Resistant,164,0.605,2023-08-20,2024-12-24,492,1,20.034001,77.210405
PRJ-1015,PCL-11784,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Rajasthan,Alwar,23.06,48,Medium,0.54,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,62,0.38,Initial Stage (<30%),Moderate,56,0.312,2025-03-04,2025-05-01,58,0,28.284134,75.675648
PRJ-1158,PCL-11785,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Haryana,Karnal,16.85,45,Low,0.66,0,Partially Disbursed,83,Preliminary Notification (Sec 11),Under Scrutiny,95,0.83,Full Possession,Moderate,30,0.748,2023-09-14,2023-12-20,97,1,29.482255,76.216391
PRJ-1024,PCL-11786,Industrial Rail Siding Network 5,Railway & Freight Corridor,Karnataka,Kalaburagi,16.9,2,Medium,0.84,0,Fully Disbursed,0,Award Declared (Sec 23),Conditional Clearance,121,0.65,Full Possession,High / Cooperative,91,0.288,2026-08-23,2026-09-10,18,0,15.347779,75.438842
PRJ-1171,PCL-11787,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,39.49,86,Very High,0.79,1,Partially Disbursed,135,Possession Taken (Sec 38),Resubmission Required,131,0.78,Initial Stage (<30%),Hostile / Legal Injunction,310,0.687,2025-11-07,2027-03-06,484,1,19.948613,75.755065
PRJ-1007,PCL-11788,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,54.21,60,High,0.68,1,Partially Disbursed,92,Award Declared (Sec 23),Under Scrutiny,179,0.78,Contested / Encroached,Low / Resistant,217,0.563,2023-11-24,2025-02-07,441,1,23.548933,69.212004
PRJ-1216,PCL-11789,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,53.56,91,Medium,0.78,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,58,0.71,Full Possession,Moderate,175,0.379,2025-11-26,2025-12-23,27,0,21.27561,71.690031
PRJ-1230,PCL-11790,Suburban Commuter Rapid Transit Line 5,Urban Metro / Transit,Gujarat,Rajkot,70.55,207,Medium,0.71,0,Pending Disbursal,351,Possession Taken (Sec 38),Under Scrutiny,120,0.6,Initial Stage (<30%),High / Cooperative,194,0.771,2023-04-11,2024-02-11,306,1,23.333911,70.2674
PRJ-1237,PCL-11791,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,33.75,124,High,0.59,1,Partially Disbursed,34,Award Declared (Sec 23),Conditional Clearance,125,0.83,Partial Possession (30-70%),Hostile / Legal Injunction,69,0.338,2023-06-26,2024-08-08,409,1,21.456002,85.161344
PRJ-1192,PCL-11792,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Mysuru,45.75,35,Medium,0.89,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,126,0.55,Full Possession,Moderate,140,0.535,2025-06-18,2025-11-30,165,1,12.632202,76.604092
PRJ-1009,PCL-11793,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,128.12,193,High,0.98,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,54,0.31,Full Possession,Moderate,247,0.369,2024-05-15,2024-08-14,91,1,21.965083,72.737974
PRJ-1199,PCL-11794,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,85.45,83,High,0.67,0,Fully Disbursed,0,Possession Taken (Sec 38),Conditional Clearance,104,0.64,Substantial Possession (>70%),Moderate,207,0.543,2023-07-28,2023-10-27,91,1,14.392873,75.536646
PRJ-1234,PCL-11795,Madhya Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Madhya Pradesh,Ujjain,5.0,2,Low,0.96,0,Fully Disbursed,0,Declaration Published (Sec 19),Pending Environmental Clearance,130,0.79,Full Possession,Moderate,171,0.393,2025-12-16,2025-12-31,15,0,23.366622,76.985652
PRJ-1183,PCL-11796,Udaipur Cargo Terminal Expansion 5,Airport Infrastructure,Rajasthan,Udaipur,49.82,172,High,0.43,1,Disputed in Escrow,622,Possession Taken (Sec 38),Under Scrutiny,165,0.37,Substantial Possession (>70%),Hostile / Legal Injunction,150,0.483,2025-10-17,,554,1,28.415294,74.219896
PRJ-1188,PCL-11797,Andhra Pradesh Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Andhra Pradesh,Krishna,86.71,57,Medium,0.74,0,Pending Disbursal,304,Award Declared (Sec 23),Under Scrutiny,131,0.47,Substantial Possession (>70%),High / Cooperative,144,0.309,2025-03-19,2025-09-19,184,1,14.385961,81.354148
PRJ-1187,PCL-11798,Krishna Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,15.34,29,Medium,0.91,0,Partially Disbursed,177,Notification Pending,Approved,88,0.55,Initial Stage (<30%),High / Cooperative,270,0.398,2024-03-30,2024-04-08,9,0,16.85586,81.449456
PRJ-1039,PCL-11799,Madhya Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Madhya Pradesh,Indore,24.78,37,Medium,0.57,0,Pending Disbursal,146,Possession Taken (Sec 38),Under Scrutiny,167,0.72,Partial Possession (30-70%),High / Cooperative,161,0.346,2026-01-30,2026-08-03,185,1,26.083364,81.265204
PRJ-1050,PCL-11800,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,62.39,98,Medium,0.72,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,189,0.17,Initial Stage (<30%),Moderate,275,0.332,2023-08-24,2024-03-30,219,1,11.547829,78.014252
PRJ-1133,PCL-11801,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,16.13,37,Medium,0.82,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,122,0.61,Substantial Possession (>70%),Moderate,30,0.426,2023-10-11,2023-11-06,26,0,25.861054,76.260103
PRJ-1124,PCL-11802,Industrial Rail Siding Network 2,Railway & Freight Corridor,Haryana,Panipat,38.5,67,Medium,0.56,1,Pending Disbursal,331,Declaration Published (Sec 19),Approved,80,0.6,Contested / Encroached,High / Cooperative,107,0.375,2026-09-30,2027-10-06,371,1,30.39738,77.159284
PRJ-1101,PCL-11803,Guntur Lift Irrigation Main Canal Reach 2,Irrigation / Water Canal,Andhra Pradesh,Guntur,27.26,42,Medium,0.44,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,52,0.32,Partial Possession (30-70%),Hostile / Legal Injunction,254,0.454,2026-10-07,2027-10-28,386,1,15.147618,79.678467
PRJ-1046,PCL-11804,Maharashtra Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Maharashtra,Nashik,143.19,89,Very High,0.9,1,Pending Disbursal,250,Award Declared (Sec 23),Under Scrutiny,171,0.64,Contested / Encroached,Low / Resistant,84,0.451,2024-05-01,2025-04-25,359,1,19.997984,73.688773
PRJ-1122,PCL-11805,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Surat,91.67,180,Medium,0.84,0,Fully Disbursed,0,Notification Pending,Approved,97,0.97,Substantial Possession (>70%),Moderate,87,0.631,2024-12-31,2025-02-13,44,0,23.223006,70.393878
PRJ-1137,PCL-11806,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Faridabad,100.81,104,Low,0.9,0,Fully Disbursed,0,Possession Taken (Sec 38),Resubmission Required,141,0.83,Initial Stage (<30%),Moderate,289,0.529,2023-09-09,2023-09-09,0,0,29.25,76.5
PRJ-1195,PCL-11807,Visakhapatnam Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Andhra Pradesh,Visakhapatnam,80.01,56,High,0.91,0,Partially Disbursed,63,Declaration Published (Sec 19),Under Scrutiny,161,0.56,Full Possession,Hostile / Legal Injunction,271,0.55,2025-02-24,2026-02-08,349,1,17.086096,78.507089
PRJ-1073,PCL-11808,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,18.67,6,Medium,0.57,0,Pending Disbursal,295,Declaration Published (Sec 19),Under Scrutiny,270,0.78,Partial Possession (30-70%),Moderate,147,0.619,2026-02-11,2026-12-08,300,1,26.469171,80.768672
PRJ-1075,PCL-11809,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Haryana,Gurugram,59.18,58,Medium,0.59,1,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,145,0.75,Substantial Possession (>70%),Low / Resistant,168,0.225,2023-09-05,2024-07-31,330,1,28.123145,75.91775
PRJ-1181,PCL-11810,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Angul,33.88,47,Medium,0.34,1,Fully Disbursed,0,Possession Taken (Sec 38),Pending Environmental Clearance,111,0.19,Partial Possession (30-70%),Low / Resistant,122,0.323,2026-03-29,2027-04-06,373,1,20.829919,86.102171
PRJ-1066,PCL-11811,Faridabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Faridabad,26.28,36,Low,0.72,1,Pending Disbursal,112,Award Declared (Sec 23),Under Scrutiny,105,0.77,Initial Stage (<30%),Moderate,354,0.3,2025-12-22,2026-09-05,257,1,28.659813,75.913612
PRJ-1076,PCL-11812,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,11.69,31,High,0.77,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.68,Substantial Possession (>70%),High / Cooperative,208,0.389,2026-03-11,2026-06-23,104,1,20.69923,79.115441
PRJ-1245,PCL-11813,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,49.68,62,Very High,0.7,1,Pending Disbursal,221,Preliminary Notification (Sec 11),Under Scrutiny,69,0.84,Contested / Encroached,Hostile / Legal Injunction,230,0.495,2024-03-02,2025-08-28,544,1,28.682376,77.363777
PRJ-1170,PCL-11814,Maharashtra Clean Energy Hub Sector 1,Renewable / Solar Park,Maharashtra,Pune,47.76,49,Low,0.6,1,Disputed in Escrow,400,Declaration Published (Sec 19),Approved,54,0.6,Initial Stage (<30%),Low / Resistant,122,0.536,2027-03-09,2028-05-12,430,1,19.31339,79.212795
PRJ-1227,PCL-11815,Industrial Rail Siding Network 3,Railway & Freight Corridor,Rajasthan,Jodhpur,17.13,16,Very High,0.52,1,Partially Disbursed,82,Possession Taken (Sec 38),Under Scrutiny,15,0.78,Substantial Possession (>70%),Hostile / Legal Injunction,225,0.35,2024-01-17,2025-06-15,515,1,27.253223,73.29741
PRJ-1071,PCL-11816,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,31.9,19,Low,0.77,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,162,0.6,Substantial Possession (>70%),Moderate,145,0.166,2024-08-01,2024-08-13,12,0,20.495703,73.197393
PRJ-1229,PCL-11817,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,76.94,101,Low,0.8,0,Fully Disbursed,0,Award Declared (Sec 23),Pending Environmental Clearance,137,0.69,Substantial Possession (>70%),Moderate,54,0.531,2024-04-08,2024-04-08,0,0,21.896632,84.265032
PRJ-1166,PCL-11818,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,32.37,57,Medium,0.88,0,Partially Disbursed,96,Possession Taken (Sec 38),Conditional Clearance,139,0.36,Partial Possession (30-70%),High / Cooperative,196,0.619,2025-08-06,,31,0,27.531499,81.074645
PRJ-1226,PCL-11819,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Rajasthan,Alwar,26.2,25,Low,0.94,0,Partially Disbursed,174,Award Declared (Sec 23),Conditional Clearance,131,0.17,Full Possession,Moderate,321,0.472,2023-07-15,2023-08-24,40,0,24.613842,72.462274
PRJ-1253,PCL-11820,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Odisha,Jajpur,18.26,69,High,0.84,0,Partially Disbursed,135,Award Declared (Sec 23),Approved,92,0.3,Partial Possession (30-70%),Moderate,188,0.326,2023-07-06,2024-04-24,293,1,19.570349,85.552802
PRJ-1086,PCL-11821,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,24.57,89,Medium,0.76,1,Disputed in Escrow,547,Notification Pending,Pending Environmental Clearance,130,0.67,Contested / Encroached,Low / Resistant,458,0.398,2024-10-11,,457,1,28.932144,76.810712
PRJ-1126,PCL-11822,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,122.59,219,High,0.58,0,Partially Disbursed,138,Possession Taken (Sec 38),Pending Environmental Clearance,164,0.37,Substantial Possession (>70%),Moderate,240,0.309,2024-09-28,2025-04-12,196,1,26.319956,78.275366
PRJ-1205,PCL-11823,Rajasthan Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Rajasthan,Jaipur,205.4,211,Very High,0.56,1,Disputed in Escrow,423,Award Declared (Sec 23),Approved,50,0.51,Partial Possession (30-70%),Low / Resistant,319,0.164,2024-08-20,2026-01-18,516,1,25.275584,75.78009
PRJ-1042,PCL-11824,Industrial Rail Siding Network 1,Railway & Freight Corridor,Gujarat,Bharuch,25.78,31,High,0.77,0,Pending Disbursal,340,Award Declared (Sec 23),Under Scrutiny,153,0.28,Initial Stage (<30%),Moderate,261,0.164,2023-08-16,2024-05-23,281,1,23.769122,70.46846
PRJ-1033,PCL-11825,Bharatmala Economic Highway Ring 2,Highway / Expressway,Karnataka,Dharwad,19.97,28,Medium,0.83,1,Pending Disbursal,151,Preliminary Notification (Sec 11),Conditional Clearance,234,0.41,Initial Stage (<30%),Hostile / Legal Injunction,189,0.7,2023-12-06,2025-05-04,515,1,16.008195,75.481624
PRJ-1172,PCL-11826,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,58.07,144,Low,0.6,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,138,0.87,Substantial Possession (>70%),Moderate,71,0.345,2025-01-01,,39,0,25.035687,74.667458
PRJ-1005,PCL-11827,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,29.81,49,Medium,0.62,0,Pending Disbursal,292,Declaration Published (Sec 19),Conditional Clearance,203,0.39,Substantial Possession (>70%),Moderate,289,0.411,2025-05-08,2026-03-10,306,1,23.699193,69.26921
PRJ-1080,PCL-11828,Belagavi Cargo Terminal Expansion 3,Airport Infrastructure,Karnataka,Belagavi,53.6,101,Low,0.98,0,Fully Disbursed,0,Notification Pending,Approved,15,0.76,Substantial Possession (>70%),Moderate,96,0.583,2026-02-11,2026-02-18,7,0,13.395505,75.448502
PRJ-1131,PCL-11829,Bharuch Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Bharuch,5.0,21,High,0.43,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,120,0.86,Full Possession,Hostile / Legal Injunction,64,0.248,2022-04-09,2023-01-08,274,1,22.314092,72.104294
PRJ-1171,PCL-11830,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,47.14,115,High,0.57,1,Disputed in Escrow,233,Award Declared (Sec 23),Approved,78,0.88,Partial Possession (30-70%),Low / Resistant,106,0.768,2025-11-07,2027-01-16,435,1,20.574354,75.857255
PRJ-1079,PCL-11831,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Hisar,102.99,177,High,0.91,0,Disputed in Escrow,504,Declaration Published (Sec 19),Under Scrutiny,114,0.65,Full Possession,Moderate,258,0.406,2026-10-18,,250,1,30.191991,75.627716
PRJ-1154,PCL-11832,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,67.96,100,Low,0.9,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,124,0.58,Substantial Possession (>70%),Moderate,248,0.497,2026-01-19,2026-04-20,91,1,19.859748,73.452986
PRJ-1183,PCL-11833,Udaipur Cargo Terminal Expansion 5,Airport Infrastructure,Rajasthan,Udaipur,56.58,221,High,0.89,1,Disputed in Escrow,524,Possession Taken (Sec 38),Under Scrutiny,139,0.73,Contested / Encroached,Low / Resistant,178,0.549,2025-10-17,,450,1,28.31734,75.313664
PRJ-1082,PCL-11834,Kota Greenfield International Airport Phase 1,Airport Infrastructure,Rajasthan,Kota,18.64,26,Medium,0.77,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.45,Substantial Possession (>70%),High / Cooperative,210,0.277,2024-03-28,2024-04-12,15,0,25.74962,73.509031
PRJ-1012,PCL-11835,Uttar Pradesh Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Uttar Pradesh,Noida,144.56,114,High,0.89,1,Partially Disbursed,159,Preliminary Notification (Sec 11),Under Scrutiny,196,0.95,Partial Possession (30-70%),Low / Resistant,181,0.254,2026-03-01,2026-12-30,304,1,27.876044,82.532734
PRJ-1142,PCL-11836,Madhya Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,32.15,33,Low,0.62,1,Disputed in Escrow,497,Notification Pending,Approved,81,0.8,Contested / Encroached,High / Cooperative,211,0.379,2027-06-16,2028-04-05,294,1,23.365315,80.128179
PRJ-1173,PCL-11837,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,9.69,34,Medium,0.49,0,Pending Disbursal,336,Preliminary Notification (Sec 11),Approved,32,0.59,Partial Possession (30-70%),High / Cooperative,53,0.348,2025-07-10,2026-02-11,216,1,26.96704,73.857626
PRJ-1108,PCL-11838,Indore Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Indore,41.5,87,Medium,0.93,0,Fully Disbursed,0,Possession Taken (Sec 38),Conditional Clearance,156,0.55,Full Possession,High / Cooperative,257,0.293,2024-04-08,2024-07-08,91,1,24.860047,77.007873
PRJ-1002,PCL-11839,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Madhya Pradesh,Bhopal,29.73,97,High,0.88,0,Partially Disbursed,106,Preliminary Notification (Sec 11),Approved,15,0.45,Substantial Possession (>70%),Low / Resistant,204,0.201,2023-09-07,2024-03-28,203,1,25.702301,76.750042
PRJ-1064,PCL-11840,Jabalpur Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Madhya Pradesh,Jabalpur,18.09,2,High,0.67,1,Disputed in Escrow,572,Award Declared (Sec 23),Under Scrutiny,187,0.27,Partial Possession (30-70%),Low / Resistant,236,0.573,2025-11-12,2027-08-01,627,1,26.424081,79.299537
PRJ-1135,PCL-11841,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Gujarat,Bharuch,29.34,20,High,0.52,1,Pending Disbursal,143,Declaration Published (Sec 19),Approved,19,0.73,Initial Stage (<30%),Low / Resistant,165,0.511,2025-09-09,2026-10-18,404,1,23.06328,71.178529
PRJ-1049,PCL-11842,Odisha Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Odisha,Angul,25.49,33,Medium,0.79,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,153,0.59,Initial Stage (<30%),Moderate,172,0.248,2023-01-29,2023-10-08,252,1,20.573121,84.937757
PRJ-1010,PCL-11843,Madhya Pradesh Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Madhya Pradesh,Indore,79.07,96,Very High,0.56,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,87,0.78,Substantial Possession (>70%),Moderate,293,0.362,2023-03-14,2023-10-11,211,1,25.719555,79.364567
PRJ-1207,PCL-11844,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,115.18,201,Very High,0.81,0,Partially Disbursed,135,Declaration Published (Sec 19),Approved,15,0.39,Partial Possession (30-70%),Moderate,261,0.499,2022-08-02,2023-04-10,251,1,22.24497,80.089455
PRJ-1155,PCL-11845,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,43.05,52,Low,0.86,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,124,0.64,Contested / Encroached,Moderate,221,0.578,2022-06-15,2022-07-07,22,0,16.003774,79.522857
PRJ-1251,PCL-11846,Rajasthan Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Rajasthan,Udaipur,24.25,48,Very High,0.63,1,Pending Disbursal,264,Preliminary Notification (Sec 11),Under Scrutiny,110,0.33,Partial Possession (30-70%),High / Cooperative,286,0.481,2026-05-18,2027-04-28,345,1,27.219603,75.809158
PRJ-1207,PCL-11847,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,22.48,8,High,0.88,1,Pending Disbursal,105,Preliminary Notification (Sec 11),Conditional Clearance,166,0.69,Partial Possession (30-70%),High / Cooperative,190,0.339,2022-08-02,2023-04-24,265,1,22.21315,78.003469
PRJ-1197,PCL-11848,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,119.89,259,Low,0.53,0,Fully Disbursed,0,Notification Pending,Approved,32,0.76,Partial Possession (30-70%),Moderate,221,0.522,2023-08-18,2024-03-13,208,1,22.384035,72.528542
PRJ-1080,PCL-11849,Belagavi Cargo Terminal Expansion 3,Airport Infrastructure,Karnataka,Belagavi,13.13,48,High,0.79,1,Disputed in Escrow,397,Possession Taken (Sec 38),Approved,63,0.48,Partial Possession (30-70%),Low / Resistant,282,0.291,2026-02-11,2027-07-10,514,1,13.088226,77.104005
PRJ-1250,PCL-11850,Andhra Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,48.03,83,Medium,0.34,1,Pending Disbursal,322,Declaration Published (Sec 19),Approved,18,0.49,Initial Stage (<30%),Low / Resistant,109,0.364,2026-08-26,,511,1,18.449372,79.853271
PRJ-1110,PCL-11851,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,84.12,63,Low,0.43,1,Fully Disbursed,0,Possession Taken (Sec 38),Pending Environmental Clearance,148,0.56,Partial Possession (30-70%),High / Cooperative,266,0.362,2026-01-07,2026-07-09,183,1,25.064129,73.087895
PRJ-1117,PCL-11852,NH-57 Four-Laning Bypass Section 1,Highway / Expressway,Tamil Nadu,Kanchipuram,7.48,14,Low,0.69,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,117,0.71,Full Possession,Moderate,266,0.347,2024-11-09,,56,0,11.019525,79.688304
PRJ-1006,PCL-11853,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,22.85,32,Low,0.91,0,Pending Disbursal,168,Possession Taken (Sec 38),Conditional Clearance,169,0.38,Substantial Possession (>70%),High / Cooperative,306,0.129,2026-09-27,2026-11-20,54,0,24.97245,80.900707
PRJ-1213,PCL-11854,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Agra,29.37,49,High,0.81,1,Partially Disbursed,159,Notification Pending,Approved,15,0.55,Contested / Encroached,Low / Resistant,121,0.674,2026-11-07,2027-12-08,396,1,25.856768,81.989083
PRJ-1066,PCL-11855,Faridabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Faridabad,115.18,100,Low,0.76,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.79,Full Possession,Moderate,373,0.62,2025-12-22,2025-12-29,7,0,30.346594,77.063851
PRJ-1076,PCL-11856,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,26.41,108,Medium,0.51,0,Pending Disbursal,229,Possession Taken (Sec 38),Pending Environmental Clearance,226,0.63,Contested / Encroached,Moderate,311,0.15,2026-03-11,2027-01-24,319,1,20.494415,78.234077
PRJ-1163,PCL-11857,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,44.12,34,Low,0.65,0,Pending Disbursal,265,Preliminary Notification (Sec 11),Approved,60,0.77,Contested / Encroached,Moderate,260,0.346,2026-04-29,2027-01-13,259,1,26.002558,83.042485
PRJ-1174,PCL-11858,Command Area Distribution Network 1,Irrigation / Water Canal,Odisha,Angul,45.1,89,Medium,0.76,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,116,0.31,Partial Possession (30-70%),High / Cooperative,166,0.398,2023-12-27,2024-02-12,47,0,19.9254,84.606409
PRJ-1144,PCL-11859,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Uttar Pradesh,Noida,11.12,11,Medium,0.83,0,Fully Disbursed,0,Notification Pending,Approved,15,0.85,Full Possession,High / Cooperative,376,0.213,2026-01-13,,25,0,27.980648,83.121138
PRJ-1050,PCL-11860,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,23.5,27,High,0.88,1,Pending Disbursal,292,Award Declared (Sec 23),Under Scrutiny,116,0.73,Initial Stage (<30%),High / Cooperative,364,0.142,2023-08-24,2024-06-21,302,1,9.928393,78.423039
PRJ-1006,PCL-11861,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,16.36,20,Low,0.83,0,Fully Disbursed,0,Notification Pending,Approved,59,0.88,Substantial Possession (>70%),Moderate,344,0.363,2026-09-27,2026-10-10,13,0,26.412092,79.282962
PRJ-1034,PCL-11862,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Haryana,Hisar,40.47,67,Low,0.36,0,Partially Disbursed,173,Preliminary Notification (Sec 11),Under Scrutiny,157,0.38,Full Possession,Moderate,177,0.595,2025-05-18,2026-02-04,262,1,29.577621,75.902529
PRJ-1023,PCL-11863,Maharashtra Green Express Corridor Phase 3,Highway / Expressway,Maharashtra,Nagpur,17.97,23,High,0.84,1,Pending Disbursal,309,Possession Taken (Sec 38),Approved,66,0.49,Initial Stage (<30%),Low / Resistant,209,0.222,2024-09-30,2025-11-19,415,1,18.705946,78.343505
PRJ-1019,PCL-11864,Karnataka Green Express Corridor Phase 4,Highway / Expressway,Karnataka,Kalaburagi,43.96,74,Medium,0.62,0,Fully Disbursed,0,Notification Pending,Approved,15,0.82,Substantial Possession (>70%),High / Cooperative,205,0.571,2024-07-20,2024-07-26,6,0,14.132216,77.449864
PRJ-1250,PCL-11865,Andhra Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,20.87,11,High,0.5,1,Pending Disbursal,117,Preliminary Notification (Sec 11),Under Scrutiny,141,0.35,Contested / Encroached,Hostile / Legal Injunction,260,0.303,2026-08-26,2028-04-22,605,1,16.888761,79.174393
