parcel_id,project_id,state,district,latitude,longitude,project_type,land_area_acres,affected_families,affected_family_density,land_area_per_family,documentation_completeness_pct,rehabilitation_progress_pct,legal_dispute_indicator,compensation_pending_days,approval_processing_days,approval_delay_days,administrative_processing_days,historical_delay_rate,compensation_status,notification_status,approval_status,possession_status,stakeholder_responsiveness,ownership_complexity,ownership_complexity_score,stakeholder_response_score,possession_progress_score,operational_friction_index,target_delay_status,target_delay_days
PCL-12291,PRJ-1237,Odisha,Sundargarh,20.758842,85.375558,Airport Infrastructure,21.19,63,2.9731,0.3363,40.0,77.0,0,0,190,130,175,0.415,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),Moderate,Low,1,3,2,24.61,1,159
PCL-12292,PRJ-1172,Rajasthan,Jaipur,25.927931,74.920624,Airport Infrastructure,43.35,148,3.4141,0.2929,74.0,43.0,1,193,115,55,227,0.442,Pending Disbursal,Award Declared (Sec 23),Resubmission Required,Partial Possession (30-70%),Moderate,High,3,3,3,56.09,1,352
PCL-12293,PRJ-1058,Uttar Pradesh,Prayagraj,28.417663,82.464151,Irrigation / Water Canal,42.24,26,0.6155,1.6246,88.0,47.0,0,278,19,0,256,0.422,Pending Disbursal,Possession Taken (Sec 38),Approved,Contested / Encroached,Moderate,Medium,2,3,1,32.47,0,21
PCL-12294,PRJ-1236,Haryana,Faridabad,29.962993,76.938153,Irrigation / Water Canal,29.27,57,1.9474,0.5135,86.0,16.0,1,307,111,51,218,0.162,Pending Disbursal,Possession Taken (Sec 38),Conditional Clearance,Contested / Encroached,High / Cooperative,Medium,2,4,1,56.99,1,273
PCL-12295,PRJ-1243,Uttar Pradesh,Noida,25.693065,80.973235,Highway / Expressway,9.43,13,1.3786,0.7253,95.0,56.0,0,102,135,75,247,0.253,Partially Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,High / Cooperative,Medium,2,4,5,18.85,0,59
PCL-12296,PRJ-1171,Maharashtra,Nashik,19.948356,75.014128,Airport Infrastructure,14.41,46,3.1922,0.3133,78.0,77.0,0,75,65,5,159,0.438,Partially Disbursed,Award Declared (Sec 23),Approved,Full Possession,Moderate,Medium,2,3,5,19.49,1,110
PCL-12297,PRJ-1195,Andhra Pradesh,Visakhapatnam,17.975059,80.13635,Renewable / Solar Park,45.28,62,1.3693,0.7303,83.0,88.0,1,137,225,165,53,0.503,Partially Disbursed,Notification Pending,Under Scrutiny,Partial Possession (30-70%),Moderate,Low,1,3,3,40.97,1,371
PCL-12298,PRJ-1040,Tamil Nadu,Madurai,10.384073,78.77085,Industrial Corridor / SEZ,20.01,37,1.8491,0.5408,82.0,62.0,0,152,39,0,166,0.434,Partially Disbursed,Award Declared (Sec 23),Approved,Full Possession,Moderate,Low,1,3,5,23.62,1,140
PCL-12299,PRJ-1088,Uttar Pradesh,Prayagraj,25.231095,81.280404,Airport Infrastructure,65.68,128,1.9488,0.5131,82.0,62.0,0,0,103,43,223,0.358,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,15.76,0,30
PCL-12300,PRJ-1149,Madhya Pradesh,Ujjain,25.332438,75.832211,Renewable / Solar Park,23.71,20,0.8435,1.1854,86.0,33.0,1,142,157,97,167,0.237,Partially Disbursed,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),Hostile / Legal Injunction,Very High,4,1,3,57.85,1,414
PCL-12301,PRJ-1142,Madhya Pradesh,Gwalior,25.066904,80.241143,Industrial Corridor / SEZ,49.67,63,1.2684,0.7884,91.0,76.0,1,336,164,104,148,0.425,Pending Disbursal,Possession Taken (Sec 38),Conditional Clearance,Contested / Encroached,Low / Resistant,High,3,2,1,56.06,1,411
PCL-12302,PRJ-1105,Rajasthan,Kota,24.376322,71.790681,Highway / Expressway,57.84,74,1.2794,0.7816,63.0,37.0,0,49,137,77,96,0.269,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,19.31,1,133
PCL-12303,PRJ-1073,Uttar Pradesh,Noida,28.109767,80.530907,Highway / Expressway,22.12,9,0.4069,2.4575,62.0,46.0,0,0,117,57,150,0.517,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,18.63,0,33
PCL-12304,PRJ-1132,Tamil Nadu,Tiruchirappalli,10.220069,78.837516,Highway / Expressway,27.67,23,0.8312,1.203,75.0,45.0,0,0,161,101,157,0.275,Fully Disbursed,Notification Pending,Under Scrutiny,Full Possession,Moderate,Medium,2,3,5,20.14,1,152
PCL-12305,PRJ-1140,Maharashtra,Nagpur,18.710705,78.955528,Irrigation / Water Canal,74.01,104,1.4052,0.7116,86.0,62.0,1,188,15,0,71,0.298,Disputed in Escrow,Award Declared (Sec 23),Approved,Initial Stage (<30%),Moderate,Low,1,3,2,45.74,1,230
PCL-12306,PRJ-1243,Uttar Pradesh,Noida,25.935505,79.091938,Highway / Expressway,40.17,58,1.4439,0.6926,56.0,50.0,0,0,104,44,240,0.439,Fully Disbursed,Notification Pending,Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,22.8,0,42
PCL-12307,PRJ-1059,Madhya Pradesh,Jabalpur,22.992163,76.045991,Highway / Expressway,33.01,52,1.5753,0.6348,80.0,63.0,0,197,15,0,122,0.266,Pending Disbursal,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,20.37,0,0
PCL-12308,PRJ-1167,Gujarat,Surat,23.128255,69.215368,Airport Infrastructure,172.98,340,1.9655,0.5088,51.0,53.0,0,300,151,91,130,0.565,Pending Disbursal,Award Declared (Sec 23),Conditional Clearance,Contested / Encroached,Moderate,High,3,3,1,35.45,1,311
PCL-12309,PRJ-1172,Rajasthan,Jaipur,28.047803,72.724611,Airport Infrastructure,10.27,47,4.5764,0.2185,76.0,58.0,1,94,183,123,103,0.475,Partially Disbursed,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Low,1,4,2,41.73,1,216
PCL-12310,PRJ-1146,Karnataka,Dharwad,12.569434,77.226907,Industrial Corridor / SEZ,22.88,18,0.7867,1.271,58.0,47.0,0,0,116,56,193,0.408,Fully Disbursed,Preliminary Notification (Sec 11),Pending Environmental Clearance,Partial Possession (30-70%),Moderate,Medium,2,3,3,24.69,0,34
PCL-12311,PRJ-1133,Madhya Pradesh,Jabalpur,24.128051,75.367359,Urban Metro / Transit,48.86,157,3.2133,0.3112,77.0,69.0,1,129,75,15,238,0.406,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,Low / Resistant,High,3,2,1,54.43,1,358
PCL-12312,PRJ-1201,Odisha,Khurda,20.043703,84.410346,Industrial Corridor / SEZ,31.85,28,0.8791,1.1375,74.0,80.0,1,264,151,91,240,0.149,Disputed in Escrow,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),High / Cooperative,High,3,4,2,52.05,1,241
PCL-12313,PRJ-1197,Gujarat,Bharuch,22.542326,73.033963,Airport Infrastructure,50.62,132,2.6077,0.3835,74.0,67.0,0,261,50,0,180,0.621,Pending Disbursal,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,29.73,1,131
PCL-12314,PRJ-1201,Odisha,Khurda,20.485107,86.219771,Industrial Corridor / SEZ,86.57,67,0.7739,1.2921,64.0,56.0,0,0,156,96,252,0.357,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),Low / Resistant,Low,1,2,2,28.55,1,224
PCL-12315,PRJ-1225,Odisha,Sundargarh,21.231672,84.317041,Airport Infrastructure,21.08,53,2.5142,0.3977,82.0,76.0,1,245,39,0,186,0.545,Pending Disbursal,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,48.04,1,243
PCL-12316,PRJ-1053,Haryana,Hisar,29.610984,75.854062,Renewable / Solar Park,32.68,48,1.4688,0.6808,72.0,60.0,0,0,76,16,258,0.427,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,23.02,1,191
PCL-12317,PRJ-1098,Rajasthan,Jaipur,26.604146,72.728608,Urban Metro / Transit,28.71,59,2.055,0.4866,96.0,41.0,0,0,56,0,211,0.235,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,High / Cooperative,Low,1,4,5,14.61,1,91
PCL-12318,PRJ-1027,Rajasthan,Jodhpur,26.774831,74.035924,Industrial Corridor / SEZ,133.83,138,1.0312,0.9698,68.0,62.0,0,290,95,35,101,0.363,Pending Disbursal,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,29.66,1,254
PCL-12319,PRJ-1076,Maharashtra,Nashik,19.393718,79.062772,Airport Infrastructure,76.63,236,3.0797,0.3247,85.0,90.0,0,0,199,139,404,0.588,Fully Disbursed,Notification Pending,Resubmission Required,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,19.0,1,170
PCL-12320,PRJ-1064,Madhya Pradesh,Jabalpur,26.433034,81.236646,Industrial Corridor / SEZ,85.24,78,0.9151,1.0928,84.0,62.0,0,140,16,0,146,0.394,Pending Disbursal,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Low,1,4,5,18.23,1,91
PCL-12321,PRJ-1207,Madhya Pradesh,Gwalior,25.696814,78.46517,Industrial Corridor / SEZ,59.93,49,0.8176,1.223,68.0,84.0,0,96,47,0,154,0.372,Pending Disbursal,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Moderate,Very High,4,3,3,21.47,1,243
PCL-12322,PRJ-1129,Maharashtra,Thane,19.194154,79.083085,Urban Metro / Transit,96.45,281,2.9134,0.3432,76.0,63.0,0,0,15,0,241,0.475,Fully Disbursed,Declaration Published (Sec 19),Approved,Initial Stage (<30%),High / Cooperative,Low,1,4,2,17.54,0,39
PCL-12323,PRJ-1082,Rajasthan,Kota,25.113663,73.55108,Airport Infrastructure,129.77,486,3.7451,0.267,65.0,43.0,1,496,176,116,160,0.297,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Initial Stage (<30%),Low / Resistant,Very High,4,2,2,66.2,1,411
PCL-12324,PRJ-1253,Odisha,Jajpur,21.213458,86.506808,Urban Metro / Transit,49.77,148,2.9737,0.3363,81.0,76.0,1,345,115,55,147,0.229,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,50.89,1,331
PCL-12325,PRJ-1174,Odisha,Angul,20.014043,84.838704,Irrigation / Water Canal,179.94,285,1.5839,0.6314,51.0,19.0,0,279,68,8,171,0.113,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),Moderate,Low,1,3,2,39.53,0,46
PCL-12326,PRJ-1253,Odisha,Jajpur,22.062976,84.44053,Urban Metro / Transit,6.04,23,3.8079,0.2626,62.0,53.0,1,238,15,0,249,0.165,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,High / Cooperative,High,3,4,1,56.42,0,41
PCL-12327,PRJ-1107,Rajasthan,Udaipur,26.661522,73.913837,Urban Metro / Transit,34.27,127,3.7059,0.2698,92.0,78.0,1,171,128,68,212,0.668,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),Hostile / Legal Injunction,High,3,1,3,55.03,1,554
PCL-12328,PRJ-1087,Tamil Nadu,Kanchipuram,12.253121,78.634997,Irrigation / Water Canal,8.69,26,2.9919,0.3342,73.0,69.0,0,0,108,48,207,0.468,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,16.26,1,123
PCL-12329,PRJ-1021,Karnataka,Belagavi,13.893566,76.632283,Industrial Corridor / SEZ,15.75,11,0.6984,1.4317,71.0,21.0,1,124,38,0,308,0.678,Partially Disbursed,Notification Pending,Approved,Contested / Encroached,Low / Resistant,High,3,2,1,62.85,1,546
PCL-12330,PRJ-1096,Karnataka,Mysuru,15.854864,76.632562,Renewable / Solar Park,127.62,137,1.0735,0.9315,65.0,64.0,1,0,109,49,144,0.391,Fully Disbursed,Possession Taken (Sec 38),Resubmission Required,Contested / Encroached,High / Cooperative,Low,1,4,1,41.0,1,194
PCL-12331,PRJ-1004,Maharashtra,Nagpur,20.147321,76.580103,Irrigation / Water Canal,34.83,51,1.4643,0.6829,69.0,73.0,0,132,94,34,167,0.524,Partially Disbursed,Declaration Published (Sec 19),Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,20.59,0,7
PCL-12332,PRJ-1213,Uttar Pradesh,Agra,25.475836,78.431741,Highway / Expressway,64.52,87,1.3484,0.7416,97.0,59.0,0,0,137,77,219,0.614,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,12.91,0,16
PCL-12333,PRJ-1190,Madhya Pradesh,Jabalpur,24.613876,77.20454,Highway / Expressway,65.63,69,1.0513,0.9511,47.0,64.0,1,124,40,0,215,0.449,Pending Disbursal,Award Declared (Sec 23),Approved,Initial Stage (<30%),Moderate,High,3,3,2,56.11,1,392
PCL-12334,PRJ-1182,Karnataka,Kalaburagi,13.087696,76.942508,Railway & Freight Corridor,26.41,55,2.0825,0.4802,68.0,57.0,0,0,95,35,297,0.66,Fully Disbursed,Declaration Published (Sec 19),Resubmission Required,Partial Possession (30-70%),Moderate,Low,1,3,3,25.59,1,209
PCL-12335,PRJ-1183,Rajasthan,Udaipur,27.280192,71.107917,Airport Infrastructure,11.77,46,3.9082,0.2559,61.0,42.0,0,66,76,16,129,0.498,Partially Disbursed,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Medium,2,4,5,21.15,0,0
PCL-12336,PRJ-1258,Odisha,Cuttack,21.5958,85.308529,Industrial Corridor / SEZ,12.47,11,0.8821,1.1335,76.0,38.0,0,178,133,73,198,0.576,Pending Disbursal,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),Moderate,Low,1,3,4,29.49,1,212
PCL-12337,PRJ-1042,Gujarat,Bharuch,22.32991,72.952109,Railway & Freight Corridor,48.31,77,1.5939,0.6274,91.0,70.0,1,108,140,80,250,0.655,Partially Disbursed,Possession Taken (Sec 38),Conditional Clearance,Contested / Encroached,Low / Resistant,High,3,2,1,51.11,1,323
PCL-12338,PRJ-1072,Gujarat,Kutch,23.817231,69.578023,Railway & Freight Corridor,74.95,150,2.0013,0.4997,77.0,60.0,0,0,125,65,248,0.122,Fully Disbursed,Possession Taken (Sec 38),Pending Environmental Clearance,Full Possession,High / Cooperative,Medium,2,4,5,17.9,1,91
PCL-12339,PRJ-1106,Madhya Pradesh,Jabalpur,23.099864,81.373358,Highway / Expressway,36.2,76,2.0994,0.4763,56.0,56.0,1,140,136,76,263,0.661,Partially Disbursed,Award Declared (Sec 23),Conditional Clearance,Initial Stage (<30%),Low / Resistant,Very High,4,2,2,61.32,1,505
PCL-12340,PRJ-1014,Gujarat,Surat,21.127578,72.631772,Irrigation / Water Canal,26.23,42,1.6012,0.6245,85.0,34.0,0,0,149,89,30,0.336,Fully Disbursed,Award Declared (Sec 23),Conditional Clearance,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,10.72,0,22
PCL-12341,PRJ-1067,Odisha,Sundargarh,19.726078,84.463278,Airport Infrastructure,58.35,96,1.6452,0.6078,78.0,33.0,0,0,155,95,347,0.562,Fully Disbursed,Award Declared (Sec 23),Resubmission Required,Full Possession,Moderate,Low,1,3,5,27.86,0,19
PCL-12342,PRJ-1241,Madhya Pradesh,Gwalior,24.395019,79.155789,Railway & Freight Corridor,50.79,75,1.4767,0.6772,76.0,70.0,0,32,149,89,177,0.519,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Low,1,4,2,15.75,1,204
PCL-12343,PRJ-1254,Andhra Pradesh,Krishna,15.175576,81.59876,Highway / Expressway,14.77,17,1.151,0.8688,86.0,81.0,0,100,111,51,209,0.763,Pending Disbursal,Award Declared (Sec 23),Conditional Clearance,Full Possession,High / Cooperative,Low,1,4,5,16.65,1,91
PCL-12344,PRJ-1103,Madhya Pradesh,Bhopal,22.586618,77.20186,Irrigation / Water Canal,42.5,43,1.0118,0.9883,41.0,18.0,1,569,79,19,165,0.68,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),Low / Resistant,Medium,2,2,4,73.69,1,536
PCL-12345,PRJ-1183,Rajasthan,Udaipur,25.912358,76.127689,Airport Infrastructure,27.36,99,3.6184,0.2764,60.0,30.0,0,163,133,73,175,0.238,Partially Disbursed,Notification Pending,Pending Environmental Clearance,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,28.26,0,24
PCL-12346,PRJ-1233,Uttar Pradesh,Noida,26.719762,80.621053,Urban Metro / Transit,9.59,21,2.1898,0.4566,79.0,33.0,0,49,179,119,154,0.454,Partially Disbursed,Declaration Published (Sec 19),Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,18.69,1,92
PCL-12347,PRJ-1115,Madhya Pradesh,Jabalpur,24.754786,79.166628,Renewable / Solar Park,16.08,23,1.4303,0.6991,61.0,21.0,0,0,113,53,182,0.489,Fully Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Full Possession,Moderate,Low,1,3,5,26.28,0,8
PCL-12348,PRJ-1210,Rajasthan,Jaipur,26.25,74.0,Airport Infrastructure,21.93,41,1.8696,0.5349,83.0,30.0,0,0,150,90,137,0.51,Fully Disbursed,Notification Pending,Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,15.54,1,121
PCL-12349,PRJ-1207,Madhya Pradesh,Gwalior,25.476982,79.708652,Industrial Corridor / SEZ,5.0,4,0.8,1.2497,87.0,21.0,0,111,92,32,351,0.08,Partially Disbursed,Notification Pending,Approved,Full Possession,Moderate,Medium,2,3,5,31.97,1,218
PCL-12350,PRJ-1167,Gujarat,Surat,21.741435,70.77171,Airport Infrastructure,84.46,157,1.8589,0.538,84.0,79.0,1,90,17,0,145,0.681,Partially Disbursed,Notification Pending,Approved,Substantial Possession (>70%),Moderate,High,3,3,4,43.19,1,353
PCL-12351,PRJ-1211,Tamil Nadu,Coimbatore,10.324873,78.023442,Irrigation / Water Canal,13.44,13,0.9673,1.0338,80.0,67.0,0,49,97,37,227,0.513,Partially Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,17.83,0,39
PCL-12352,PRJ-1029,Rajasthan,Jodhpur,26.25,74.0,Airport Infrastructure,27.91,86,3.0813,0.3245,84.0,73.0,0,0,101,41,339,0.665,Fully Disbursed,Award Declared (Sec 23),Pending Environmental Clearance,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,18.61,0,41
PCL-12353,PRJ-1212,Karnataka,Dharwad,14.784559,76.78534,Highway / Expressway,32.85,33,1.0046,0.9954,60.0,75.0,0,159,194,134,167,0.532,Pending Disbursal,Preliminary Notification (Sec 11),Conditional Clearance,Full Possession,Hostile / Legal Injunction,Medium,2,1,5,34.55,1,333
PCL-12354,PRJ-1005,Gujarat,Ahmedabad,23.734144,69.145322,Industrial Corridor / SEZ,11.59,17,1.4668,0.6817,76.0,76.0,1,74,30,0,215,0.146,Partially Disbursed,Award Declared (Sec 23),Approved,Initial Stage (<30%),Moderate,Low,1,3,2,47.05,1,235
PCL-12355,PRJ-1008,Rajasthan,Udaipur,27.977021,72.698983,Railway & Freight Corridor,29.4,38,1.2925,0.7737,95.0,53.0,0,0,28,0,256,0.481,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Moderate,Low,1,3,4,19.05,0,0
PCL-12356,PRJ-1222,Uttar Pradesh,Kanpur,25.478682,79.62866,Industrial Corridor / SEZ,66.65,116,1.7404,0.5746,86.0,84.0,1,330,32,0,280,0.37,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Full Possession,High / Cooperative,Very High,4,4,5,53.46,1,334
PCL-12357,PRJ-1008,Rajasthan,Udaipur,25.066094,71.976478,Railway & Freight Corridor,66.17,92,1.3904,0.7192,94.0,72.0,0,37,32,0,232,0.491,Partially Disbursed,Possession Taken (Sec 38),Approved,Full Possession,High / Cooperative,Low,1,4,5,14.22,0,15
PCL-12358,PRJ-1248,Karnataka,Kalaburagi,15.770616,75.370375,Irrigation / Water Canal,93.45,154,1.6479,0.6068,57.0,30.0,1,88,114,54,242,0.425,Partially Disbursed,Notification Pending,Resubmission Required,Contested / Encroached,Low / Resistant,High,3,2,1,60.79,1,455
PCL-12359,PRJ-1257,Haryana,Faridabad,30.290397,76.63949,Railway & Freight Corridor,74.25,65,0.8754,1.1423,60.0,50.0,1,360,46,0,86,0.336,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,Moderate,High,3,3,1,59.77,1,266
PCL-12360,PRJ-1219,Haryana,Panipat,29.892729,76.097983,Airport Infrastructure,121.18,221,1.8237,0.5483,76.0,67.0,0,0,72,12,293,0.29,Fully Disbursed,Award Declared (Sec 23),Approved,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,19.09,0,19
PCL-12361,PRJ-1189,Haryana,Gurugram,29.477226,77.25532,Highway / Expressway,13.34,27,2.024,0.4941,90.0,35.0,0,80,23,0,142,0.423,Partially Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,17.11,0,17
PCL-12362,PRJ-1170,Maharashtra,Pune,18.658956,73.933663,Renewable / Solar Park,39.17,41,1.0467,0.9553,53.0,89.0,0,222,170,110,280,0.682,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,30.12,0,43
PCL-12363,PRJ-1071,Maharashtra,Pune,18.130527,73.124114,Railway & Freight Corridor,158.33,113,0.7137,1.4011,42.0,29.0,1,364,20,0,337,0.193,Disputed in Escrow,Declaration Published (Sec 19),Approved,Contested / Encroached,Low / Resistant,Medium,2,2,1,78.8,1,471
PCL-12364,PRJ-1084,Andhra Pradesh,Guntur,16.895607,80.126775,Irrigation / Water Canal,52.09,110,2.1117,0.4735,82.0,46.0,0,0,151,91,199,0.549,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),Low / Resistant,Medium,2,2,3,23.96,1,291
PCL-12365,PRJ-1064,Madhya Pradesh,Jabalpur,25.713085,75.745474,Industrial Corridor / SEZ,18.6,19,1.0215,0.9789,88.0,38.0,0,0,95,35,257,0.388,Fully Disbursed,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,21.99,0,15
PCL-12366,PRJ-1169,Tamil Nadu,Salem,10.619584,78.409624,Urban Metro / Transit,13.31,64,4.8084,0.208,69.0,62.0,1,278,95,35,204,0.813,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Partial Possession (30-70%),Low / Resistant,High,3,2,3,61.57,1,445
PCL-12367,PRJ-1160,Rajasthan,Kota,28.306943,72.129537,Railway & Freight Corridor,105.03,86,0.8188,1.2213,89.0,89.0,0,351,108,48,312,0.38,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Contested / Encroached,Moderate,Low,1,3,1,33.17,0,24
PCL-12368,PRJ-1088,Uttar Pradesh,Prayagraj,26.777144,78.213403,Airport Infrastructure,59.7,93,1.5578,0.6419,60.0,59.0,0,160,153,93,371,0.461,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),Moderate,High,3,3,2,36.34,1,237
PCL-12369,PRJ-1109,Andhra Pradesh,Kurnool,15.637134,81.912977,Renewable / Solar Park,25.44,42,1.6509,0.6057,83.0,62.0,1,432,121,61,188,0.341,Disputed in Escrow,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),Moderate,High,3,3,3,58.0,1,364
PCL-12370,PRJ-1136,Rajasthan,Jaipur,27.545024,72.497164,Irrigation / Water Canal,52.61,54,1.0264,0.9742,82.0,76.0,0,0,146,86,449,0.526,Fully Disbursed,Notification Pending,Pending Environmental Clearance,Initial Stage (<30%),High / Cooperative,Low,1,4,2,21.0,0,18
PCL-12371,PRJ-1223,Andhra Pradesh,Guntur,14.603986,81.684406,Industrial Corridor / SEZ,31.67,43,1.3578,0.7365,61.0,45.0,1,270,102,42,178,0.607,Pending Disbursal,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),Hostile / Legal Injunction,High,3,1,3,67.32,1,557
PCL-12372,PRJ-1072,Gujarat,Kutch,21.401722,72.948193,Railway & Freight Corridor,15.12,8,0.5291,1.8898,37.0,49.0,1,554,146,86,177,0.252,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Full Possession,Hostile / Legal Injunction,Medium,2,1,5,75.59,1,525
PCL-12373,PRJ-1031,Maharashtra,Aurangabad,19.713164,79.396511,Irrigation / Water Canal,14.36,30,2.0891,0.4787,63.0,62.0,0,0,41,0,210,0.725,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,High / Cooperative,High,3,4,5,19.08,0,39
PCL-12374,PRJ-1185,Madhya Pradesh,Bhopal,24.991087,80.763637,Renewable / Solar Park,31.63,35,1.1065,0.9037,46.0,37.0,0,85,15,0,274,0.675,Partially Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,30.87,1,175
PCL-12375,PRJ-1153,Tamil Nadu,Salem,10.388186,79.017326,Renewable / Solar Park,7.07,15,2.1216,0.4713,83.0,65.0,0,176,107,47,412,0.779,Partially Disbursed,Award Declared (Sec 23),Approved,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,36.63,1,326
PCL-12376,PRJ-1256,Tamil Nadu,Coimbatore,11.25,78.6,Industrial Corridor / SEZ,105.2,125,1.1882,0.8416,84.0,55.0,1,638,153,93,214,0.49,Disputed in Escrow,Award Declared (Sec 23),Conditional Clearance,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,63.23,1,467
PCL-12377,PRJ-1260,Uttar Pradesh,Noida,28.027878,78.985824,Airport Infrastructure,81.3,290,3.567,0.2803,74.0,67.0,0,66,200,140,241,0.3,Partially Disbursed,Possession Taken (Sec 38),Conditional Clearance,Substantial Possession (>70%),Low / Resistant,High,3,2,4,27.75,1,332
PCL-12378,PRJ-1144,Uttar Pradesh,Noida,28.117599,78.921568,Urban Metro / Transit,38.43,119,3.0965,0.3229,73.0,22.0,0,56,93,33,176,0.398,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,29.6,1,224
PCL-12379,PRJ-1142,Madhya Pradesh,Gwalior,26.355374,76.830256,Industrial Corridor / SEZ,66.32,120,1.8094,0.5527,90.0,85.0,1,208,15,0,132,0.474,Pending Disbursal,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,42.0,1,227
PCL-12380,PRJ-1070,Rajasthan,Jaipur,27.162338,75.797476,Irrigation / Water Canal,20.33,32,1.574,0.6353,77.0,60.0,0,0,142,82,312,0.282,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Full Possession,High / Cooperative,Medium,2,4,5,20.3,0,0
PCL-12381,PRJ-1070,Rajasthan,Jaipur,25.996355,76.544391,Irrigation / Water Canal,146.91,187,1.2729,0.7856,66.0,51.0,1,97,102,42,307,0.359,Partially Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Partial Possession (30-70%),Moderate,High,3,3,3,55.95,1,366
